FID,STATE,FIPS,TRT,TRTKEY,CTTRTKEY,FENAME,COLOR,anglo,asian,hisp,total,vap,black,bh,nanglo,anglovap,hispvap,bhvap,blackvap,asianvap,nanglovap,Shape_Leng,Shape_Ar_1
6246,48,453,002220,6247,453002220,TRAVIS,3,260,32,2406,3795,2452,1134,3486,3535,215,1507,2200,713,21,2237,11529.835018899999341,5063491.030450000427663
6247,48,453,002221,6248,453002221,TRAVIS,3,132,29,2086,2709,1684,472,2534,2577,116,1226,1536,321,16,1568,10604.868047600000864,5059315.379630000330508
6248,48,453,002222,6249,453002222,TRAVIS,3,253,55,2847,4214,2928,1077,3881,3961,212,1843,2655,835,46,2716,6698.970909220000067,2597987.490129999816418
6249,48,453,002304,6250,453002304,TRAVIS,3,2606,410,883,4166,4037,241,1071,1560,2555,830,1010,229,397,1482,6741.814781230000335,1543361.929659999907017
6250,48,453,002307,6251,453002307,TRAVIS,3,2342,273,2200,5325,4731,504,2632,2983,2232,1786,2175,450,247,2499,6120.687916519999817,2111058.679059999994934
6251,48,453,002310,6252,453002310,TRAVIS,3,299,16,2572,3090,2094,210,2760,2791,277,1657,1798,152,14,1817,23735.289565800001583,18569896.438299998641014
6252,48,453,002313,6253,453002313,TRAVIS,3,1537,164,1881,4192,3397,596,2413,2655,1451,1347,1722,410,146,1946,7616.421475660000397,2422361.703900000080466
6253,48,453,002314,6254,453002314,TRAVIS,3,2254,375,2343,5999,5199,973,3251,3745,2116,1891,2612,766,356,3083,6608.645350779999717,2471755.744899999815971
6254,48,453,002315,6255,453002315,TRAVIS,3,903,301,1449,3027,2599,335,1740,2124,853,1171,1415,277,258,1746,2743.125521880000178,475935.191089999978431
6255,48,453,002316,6256,453002316,TRAVIS,3,1292,395,2518,4737,3884,485,2951,3445,1219,1945,2281,369,289,2665,4537.480151280000428,697703.617086000042036
6256,48,453,002319,6257,453002319,TRAVIS,3,796,7,820,2330,2316,710,1526,1534,796,810,1513,707,7,1520,3666.229116869999871,710316.114693999988958
6257,48,453,002320,6258,453002320,TRAVIS,3,797,216,2536,3940,2853,411,2903,3143,746,1641,1914,298,164,2107,8733.926224209999418,2499843.330850000027567
6258,48,453,002321,6259,453002321,TRAVIS,3,701,119,3541,4725,3490,350,3843,4024,645,2478,2712,254,98,2845,6306.103089080000245,1849037.108629999915138
6259,48,453,002322,6260,453002322,TRAVIS,3,757,59,1031,2011,1650,148,1152,1254,725,740,835,115,49,925,4523.785711380000066,1225282.077659999951720
6260,48,453,002323,6261,453002323,TRAVIS,3,2079,617,1407,4470,3818,323,1707,2391,1890,1150,1406,270,464,1928,5741.300714850000077,2034209.612410000059754
6261,48,453,002324,6262,453002324,TRAVIS,3,445,156,534,1671,1449,534,1038,1226,382,460,903,459,138,1067,2476.265825469999982,317265.588876000023447
6262,48,453,002325,6263,453002325,TRAVIS,3,747,126,2960,4352,3204,520,3430,3605,682,2058,2396,366,100,2522,5338.464973989999635,1299224.308449999894947
6263,48,453,002326,6264,453002326,TRAVIS,3,399,159,499,1307,1109,224,713,908,325,451,630,189,131,784,5559.869105179999679,851548.506006999989040
6264,48,453,002327,6265,453002327,TRAVIS,3,1363,329,1595,4321,3766,986,2518,2958,1208,1396,2183,831,291,2558,7499.381591059999664,2522122.206879999954253
6265,48,453,002403,6266,453002403,TRAVIS,3,1218,108,1186,2706,2306,164,1332,1488,1112,927,1052,136,92,1194,6729.590178880000167,2566934.162669999990612
6266,48,453,002407,6267,453002407,TRAVIS,3,4630,443,3753,9856,8287,947,4578,5226,4155,2887,3566,760,352,4132,19352.506364799999574,15418030.468900000676513
6267,48,453,002409,6268,453002409,TRAVIS,3,1571,117,1416,3327,2849,188,1566,1756,1410,1136,1275,160,98,1439,5216.487394699999641,1332358.257220000028610
6268,48,453,002410,6269,453002410,TRAVIS,3,1263,92,1902,3542,2917,211,2082,2279,1159,1440,1591,168,78,1758,5171.549246659999881,1206681.680789999896660
6269,48,453,002411,6270,453002411,TRAVIS,3,617,54,4486,5730,4060,599,5010,5113,535,3057,3440,420,38,3525,8459.876790779999283,3952278.771279999986291
6270,48,453,002412,6271,453002412,TRAVIS,3,547,80,4234,5109,3726,264,4459,4562,470,3017,3175,185,50,3256,5608.632246699999996,1384268.287460000021383
6271,48,453,002413,6272,453002413,TRAVIS,3,361,51,3299,4193,2778,521,3751,3832,313,2117,2418,334,31,2465,5937.717909830000281,1336553.643979999935254
6272,48,453,002419,6273,453002419,TRAVIS,3,862,127,3247,4839,3698,651,3783,3977,792,2319,2734,485,115,2906,7648.114312779999636,1350159.127670000074431
6273,48,453,002422,6274,453002422,TRAVIS,3,2426,267,2740,6118,5123,656,3320,3692,2213,2124,2567,493,233,2910,10009.460095599999477,4015703.747769999783486
6274,48,453,002423,6275,453002423,TRAVIS,3,2991,293,2745,6457,5403,371,3076,3466,2651,2144,2420,301,226,2752,6948.221828540000388,2610768.854580000042915
6275,48,453,002424,6276,453002424,TRAVIS,3,1655,134,1434,3500,2887,189,1601,1845,1478,1064,1215,165,93,1409,7110.059535929999583,2753995.094899999909103
6276,48,453,002430,6277,453002430,TRAVIS,3,359,42,1756,2267,1634,93,1828,1908,330,1195,1250,63,34,1304,8759.489318039999489,2224558.051380000077188
6277,48,453,002432,6278,453002432,TRAVIS,3,1443,195,2222,4097,3194,203,2386,2654,1266,1582,1710,142,154,1928,33622.439949200001138,44309893.195399999618530
6278,48,453,002434,6279,453002434,TRAVIS,3,512,22,1504,2110,1502,64,1563,1598,441,977,1030,53,13,1061,34909.925177199998870,55553018.799199998378754
6279,48,453,002436,6280,453002436,TRAVIS,3,387,11,2579,3054,2202,85,2640,2667,328,1795,1852,67,1,1874,36238.481363099999726,57161163.952100001275539
6280,48,453,002437,6281,453002437,TRAVIS,3,1784,431,1755,4432,3796,423,2131,2648,1638,1398,1729,359,352,2158,7809.313288399999692,2720198.337390000000596
6281,48,453,002438,6282,453002438,TRAVIS,3,3155,637,2817,7319,6123,705,3424,4164,2778,2214,2709,565,527,3345,10873.956110900000567,5419150.647819999605417
6282,48,453,002439,6283,453002439,TRAVIS,3,592,100,2242,3265,2457,346,2547,2673,503,1617,1859,268,69,1954,10876.340851299999485,2953222.246650000102818
6283,48,453,002440,6284,453002440,TRAVIS,3,1761,251,4232,6905,5044,636,4784,5144,1478,2910,3309,436,173,3566,14994.193136300000333,10850252.649700000882149
6284,48,453,002441,6285,453002441,TRAVIS,3,689,128,4188,5407,3907,424,4557,4718,630,2854,3130,303,108,3277,7624.893860639999730,2150810.185229999944568
6285,48,453,002442,6286,453002442,TRAVIS,3,483,71,2615,3426,2471,311,2852,2943,415,1793,1976,216,60,2056,4823.152191850000236,1232206.836820000084117
6286,48,453,002443,6287,453002443,TRAVIS,3,1741,280,1662,4088,3677,406,2016,2347,1645,1398,1724,369,258,2032,6202.981788740000411,1748371.498439999995753
6287,48,453,002444,6288,453002444,TRAVIS,3,1790,166,1988,4226,3555,257,2192,2436,1651,1530,1688,183,140,1904,6995.147449469999628,1813354.968409999972209
6288,48,453,002445,6289,453002445,TRAVIS,3,2630,426,4279,8161,6231,858,4996,5531,2311,2951,3498,625,337,3920,22996.685795400000643,12503590.446100000292063
6289,48,453,002446,6290,453002446,TRAVIS,3,1019,43,328,1453,1310,31,349,434,965,265,281,23,28,345,11968.265188999999737,7430742.211860000155866
6290,48,453,002447,6291,453002447,TRAVIS,3,645,69,2423,3393,2588,245,2635,2748,564,1764,1937,190,58,2024,9166.987661249999292,4024836.745930000208318
6291,48,453,002448,6292,453002448,TRAVIS,3,1976,408,4158,7222,5518,671,4735,5246,1744,2908,3341,479,325,3774,21993.335004199998366,16000602.544600000604987
6292,48,453,002449,6293,453002449,TRAVIS,3,677,231,4981,6501,4413,666,5557,5824,571,3235,3637,449,164,3842,23558.914170600000944,19143701.285999998450279
6293,48,453,002450,6294,453002450,TRAVIS,3,436,126,2868,3538,2477,96,2948,3102,375,1910,1974,72,99,2102,22955.764273900000262,29569263.965300001204014
6294,48,453,002451,6295,453002451,TRAVIS,3,2854,448,3410,7587,6370,825,4128,4733,2613,2616,3236,683,394,3757,11575.947626499999387,4585301.847000000067055
6295,48,453,002452,6296,453002452,TRAVIS,3,311,23,1664,2180,1479,197,1822,1869,268,1043,1177,154,14,1211,13733.195661199999449,9062156.885539999231696
6296,48,453,002453,6297,453002453,TRAVIS,3,1081,139,4213,6085,4228,632,4768,5004,909,2753,3152,438,98,3319,48873.225173400001950,62884064.932999998331070
6297,48,453,002500,6298,453002500,TRAVIS,3,3540,577,1025,5540,4607,353,1339,2000,3040,778,1027,263,444,1567,8202.776904739999736,3405993.207700000144541
6298,48,453,030000,6299,453030000,TRAVIS,3,3914,293,472,4933,3850,107,567,1019,3147,329,382,59,197,703,11049.629385099999126,5377341.725800000131130
6299,48,453,030100,6300,453030100,TRAVIS,3,2573,287,559,3607,2982,111,653,1034,2210,431,496,81,210,772,8055.919965379999667,2590426.925859999842942
6300,48,453,030200,6301,453030200,TRAVIS,3,3365,365,762,4754,3861,208,941,1389,2838,556,695,156,256,1023,6825.974630409999918,2783943.367219999898225
6301,48,453,030300,6302,453030300,TRAVIS,3,2588,114,1226,4238,3661,223,1433,1650,2319,964,1147,192,91,1342,6797.627711549999731,2306572.618989999871701
6302,48,453,030400,6303,453030400,TRAVIS,3,2812,189,1263,4560,3823,187,1426,1748,2452,976,1097,138,161,1371,6227.117434630000389,2573554.859920000191778
6303,48,453,030500,6304,453030500,TRAVIS,3,4433,742,949,6521,5258,258,1172,2088,3688,711,881,188,553,1570,22213.630181600001379,20767923.554099999368191
6304,48,453,030600,6305,453030600,TRAVIS,3,4059,809,768,5879,4804,167,915,1820,3386,575,690,128,655,1418,7948.420824439999706,3505490.055790000129491
6305,48,453,030700,6306,453030700,TRAVIS,3,3092,363,391,3979,3132,68,452,887,2515,269,313,49,249,617,11970.293826700000864,5258927.239889999851584
6306,48,453,030800,6307,453030800,TRAVIS,3,2245,591,739,3893,3494,236,959,1648,2074,646,839,203,490,1420,8963.819941179999660,2816468.662179999984801
6307,48,453,030900,6308,453030900,TRAVIS,3,4171,295,2198,7195,5997,426,2565,3024,3680,1656,1942,326,231,2317,8396.613878899999690,3598587.200420000124723
6308,48,453,031000,6309,453031000,TRAVIS,3,2665,344,1598,4981,4149,283,1841,2316,2330,1232,1433,226,270,1819,7652.061840630000006,3139862.370050000026822
6309,48,453,031100,6310,453031100,TRAVIS,3,2937,416,679,4241,3190,88,753,1304,2317,465,516,58,259,873,20866.914429699998436,22743318.342199999839067
6310,48,453,031200,6311,453031200,TRAVIS,3,4734,450,1137,6661,5170,193,1307,1927,3777,834,951,127,316,1393,10040.178057999999510,4945182.749459999613464
6311,48,453,031300,6312,453031300,TRAVIS,3,2790,459,990,4527,3621,186,1152,1737,2290,764,889,142,340,1331,11871.139470899999651,4701512.362309999763966
6312,48,453,031400,6313,453031400,TRAVIS,3,3273,313,944,4783,3965,128,1066,1510,2838,695,784,92,233,1127,23187.899080200000753,19496980.597899999469519
6313,48,453,031500,6314,453031500,TRAVIS,3,4678,383,2065,7498,5627,158,2196,2820,3706,1395,1471,83,269,1921,23991.124902100000327,21715782.726700000464916
6314,48,453,031600,6315,453031600,TRAVIS,3,1580,199,441,2365,1904,116,544,785,1354,314,393,87,130,550,8720.099969529999726,3359961.250299999956042
6315,48,453,031700,6316,453031700,TRAVIS,3,2561,216,1383,4509,3785,288,1632,1948,2222,1075,1291,244,186,1563,6983.926123659999575,2504753.836819999851286
6316,48,453,031800,6317,453031800,TRAVIS,3,2687,217,1914,5255,4106,368,2232,2568,2259,1357,1594,255,163,1847,6625.156162520000180,2369301.772059999871999
6317,48,453,031900,6318,453031900,TRAVIS,3,3486,378,1890,6160,4816,339,2170,2674,2859,1353,1571,249,280,1957,11998.472182999999859,5334644.427899999544024
6318,48,453,032000,6319,453032000,TRAVIS,3,3120,1361,1344,6301,5104,364,1687,3181,2679,1026,1273,262,1037,2425,9434.151647529999536,4352814.904570000246167
6319,48,453,032100,6320,453032100,TRAVIS,3,2919,543,1598,5434,4793,295,1845,2515,2701,1304,1507,243,475,2092,10482.988835599999220,6046270.412530000321567
6320,48,453,032200,6321,453032200,TRAVIS,3,1869,90,211,2251,1733,35,237,382,1489,127,146,23,55,244,5134.429758219999712,1526507.547120000002906
6321,48,453,032300,6322,453032300,TRAVIS,3,1707,1032,888,3908,3428,242,1094,2201,1563,731,901,185,901,1865,3988.036876850000226,932561.045134000014514
6322,48,453,032400,6323,453032400,TRAVIS,3,749,365,327,1558,1465,110,420,809,732,305,394,101,321,733,6296.160695999999916,2308735.235669999849051
6323,48,453,032500,6324,453032500,TRAVIS,3,3081,350,908,4759,3965,340,1225,1678,2615,724,987,273,269,1350,7647.271230610000202,3153463.954330000095069
6324,48,453,032600,6325,453032600,TRAVIS,3,3096,2137,436,5829,4287,90,513,2733,2415,267,324,68,1488,1872,15611.736571499999627,7401772.059240000322461
6325,48,453,032700,6326,453032700,TRAVIS,3,2665,628,584,4159,3216,185,752,1494,2168,408,536,136,422,1048,7079.942895129999670,2127658.747219999786466
6326,48,453,032800,6327,453032800,TRAVIS,3,1603,266,251,2206,1864,47,291,603,1392,204,242,44,203,472,7964.549720510000043,2177636.676390000153333
6327,48,453,032900,6328,453032900,TRAVIS,3,5491,980,884,7748,6021,225,1080,2257,4416,616,756,159,691,1605,24218.183132699999987,29924837.636199999600649
6328,48,453,033000,6329,453033000,TRAVIS,3,4774,543,1292,7074,5802,260,1520,2300,4010,977,1177,220,422,1792,13079.669801300000472,8950984.705480000004172
6329,48,453,033100,6330,453033100,TRAVIS,3,3960,153,421,4710,3839,61,479,750,3313,293,338,46,95,526,14775.696120700000392,7596842.367759999819100
6330,48,453,033200,6331,453033200,TRAVIS,3,2304,352,2094,5068,3862,270,2305,2764,1889,1459,1624,183,272,1973,13926.249720600000728,7102449.685449999757111
6331,48,453,033300,6332,453033300,TRAVIS,3,5894,1446,1780,9564,6649,284,2016,3670,4314,1090,1245,179,944,2335,25911.536703599998873,19527580.129700001329184
6332,48,453,033400,6333,453033400,TRAVIS,3,1672,103,731,2720,2233,159,878,1048,1431,542,667,130,75,802,5935.366198439999607,1998701.961489999899641
6333,48,453,033500,6334,453033500,TRAVIS,3,3246,381,1449,5460,4362,298,1697,2214,2705,1058,1259,217,282,1657,7524.930157290000352,2663984.016869999933988
6334,48,453,033600,6335,453033600,TRAVIS,3,3837,228,512,4819,3948,101,601,982,3237,347,416,72,156,711,16121.117798299999777,9411340.397520000115037
6335,48,453,033700,6336,453033700,TRAVIS,3,1676,456,272,2495,1848,50,315,819,1300,192,222,36,289,548,8091.951075699999819,2433349.782209999859333
6336,48,453,033800,6337,453033800,TRAVIS,3,2483,1953,386,5004,3691,117,483,2521,1995,249,324,92,1303,1696,9514.635528419999901,3450383.367420000024140
6337,48,453,033900,6338,453033900,TRAVIS,3,4212,480,725,5638,4064,79,788,1426,3170,452,487,43,292,894,18468.791230099999666,14853848.402300000190735
6338,48,453,034000,6339,453034000,TRAVIS,3,4491,1698,788,7381,5093,222,982,2890,3196,533,683,171,1091,1897,24142.146334400000342,18619757.517299998551607
6339,48,453,034100,6340,453034100,TRAVIS,3,2256,1623,1089,5615,4715,605,1649,3359,2023,874,1327,482,1291,2692,9910.650225909999790,3675284.285660000052303
6340,48,453,034200,6341,453034200,TRAVIS,3,2086,3148,719,6365,5128,304,1003,4279,1921,619,841,242,2263,3207,7951.041913820000445,2179828.316959999967366
6341,48,453,034300,6342,453034300,TRAVIS,3,2725,1632,380,4893,3539,83,457,2168,2122,221,277,61,1071,1417,15626.896422499999971,4258353.191639999859035
6342,48,453,034400,6343,453034400,TRAVIS,3,1734,371,828,3378,2583,402,1189,1644,1400,584,850,281,266,1183,7858.483036329999777,2145514.338700000196695
6343,48,453,034500,6344,453034500,TRAVIS,3,947,1110,211,2346,1632,47,254,1399,713,119,157,40,741,919,6918.268235669999740,1694504.788870000047609
6344,48,453,034600,6345,453034600,TRAVIS,3,2381,494,1289,4889,3982,695,1906,2508,2073,972,1436,501,375,1909,13738.925099800000680,9463846.093340000137687
6345,48,453,034700,6346,453034700,TRAVIS,3,3900,556,891,5683,4347,214,1080,1783,3062,628,764,146,414,1285,10787.129228800000419,4239884.772509999573231
6346,48,453,034800,6347,453034800,TRAVIS,3,3256,706,883,5129,3668,172,1041,1873,2404,610,707,101,469,1264,13520.017161199999464,4321214.957340000197291
6347,48,453,034900,6348,453034900,TRAVIS,3,5241,1021,972,7596,5094,156,1111,2355,3607,590,681,99,640,1487,12573.720311499999298,7868847.971950000151992
6348,48,453,035000,6349,453035000,TRAVIS,3,4556,1166,1007,7266,5051,385,1369,2710,3294,657,881,227,761,1757,21272.327083899999707,19435896.125799998641014
6349,48,453,035100,6350,453035100,TRAVIS,3,2871,789,402,4242,2927,90,484,1371,2101,217,273,58,491,826,11829.703767599999992,6901210.689899999648333
6350,48,453,035200,6351,453035200,TRAVIS,3,3347,96,394,3999,3186,49,428,652,2716,272,300,34,62,470,50518.341208099998767,48093855.461499996483326
6351,48,453,035300,6352,453035300,TRAVIS,3,1659,41,199,2022,1718,34,224,363,1447,145,167,29,26,271,51673.084822600001644,49865119.624899998307228
6352,48,453,035400,6353,453035400,TRAVIS,3,4272,370,610,5518,3899,108,701,1246,3131,373,430,60,228,768,25243.336008499998570,20251355.044500000774860
6353,48,453,035500,6354,453035500,TRAVIS,3,3142,570,540,4437,2886,106,636,1295,2107,317,384,69,344,779,8045.716920730000311,2284477.147719999775290
6354,48,453,035600,6355,453035600,TRAVIS,3,1538,138,263,2033,1635,36,289,495,1291,187,205,28,94,344,30736.190196499999729,43438895.311499997973442
6355,48,453,035700,6356,453035700,TRAVIS,3,3360,617,554,4785,3330,143,685,1425,2427,343,426,89,406,903,10124.438238599999750,3377054.903820000123233
6356,48,453,035800,6357,453035800,TRAVIS,3,2683,510,783,4420,3503,371,1105,1737,2267,546,773,255,358,1236,28725.227905299998383,30566189.463799998164177
6357,48,453,035900,6358,453035900,TRAVIS,3,2037,70,887,3176,2405,71,950,1139,1651,581,614,36,32,754,58766.174916199997824,59902601.460400000214577
6358,48,453,036000,6359,453036000,TRAVIS,3,1507,142,224,1994,1434,63,280,487,1121,138,176,40,91,313,15253.041019800000868,6239288.470309999771416
6359,48,453,036100,6360,453036100,TRAVIS,3,2919,887,720,4899,3414,256,955,1980,2115,433,578,149,629,1299,13734.039201699999467,7250803.103269999846816
6360,48,453,036200,6361,453036200,TRAVIS,3,1198,911,344,2683,1982,194,511,1485,925,205,313,114,691,1057,12511.583543099999588,7625070.485369999893010
6361,48,453,036300,6362,453036300,TRAVIS,3,1046,31,438,1613,1263,38,471,567,881,265,297,34,28,382,56988.070076099997095,128255455.409999996423721
6362,48,453,036400,6363,453036400,TRAVIS,3,1797,50,307,2299,1969,61,354,502,1569,242,286,51,34,400,62881.473383399999875,77615063.933599993586540
6363,48,453,036500,6364,453036500,TRAVIS,3,4999,1530,911,7797,5194,244,1136,2798,3457,547,692,156,944,1737,53873.140719399998488,118743133.372999995946884
6364,48,453,036600,6365,453036600,TRAVIS,3,6706,498,1185,8848,6470,236,1399,2142,5035,798,920,129,336,1435,46246.350375100002566,97647453.033999994397163
6365,48,453,036700,6366,453036700,TRAVIS,3,5176,1320,1125,7934,5202,169,1270,2758,3533,693,789,107,775,1669,11346.676798000000417,7419130.932300000451505
6366,48,453,036800,6367,453036800,TRAVIS,3,3146,541,594,4462,3079,102,669,1316,2235,357,409,60,364,844,12254.924323999999615,6008576.584210000000894
6367,48,453,036900,6368,453036900,TRAVIS,3,3698,209,307,4442,3663,95,394,744,3132,212,283,77,133,531,10053.227921399999104,5399979.094650000333786
6368,48,453,037000,6369,453037000,TRAVIS,3,4171,921,822,6281,4782,226,1027,2110,3310,577,727,164,626,1472,16349.993606500000169,9655454.284609999507666
6369,48,453,037100,6370,453037100,TRAVIS,3,1719,206,561,2629,1962,109,663,910,1339,359,443,85,142,623,7399.673819540000295,1797053.233849999960512
